id,name,brand,category,description,price,stock_quantity,location_info,coordinates_3d
PRD-B24E5F92,แชมพูขจัดรังแค รีฟิล,เฮดแอนด์โชว์เดอร์,ของใช้/ดูแลเส้นผม,คันหัว รังแคตกใส่เสื้อดำ ขาดความมั่นใจ,142.35,35,"{""zone"": ""B"", ""section"": ""2"", ""shelf"": ""4"", ""shelf_level"": ""2""}","{""x"": 36.5, ""y"": 1.3, ""z"": 6.0}"
PRD-CB80FEFE,แชมพูขจัดรังแค ขนาดพกพา,เฮดแอนด์โชว์เดอร์,ของใช้/ดูแลเส้นผม,คันหัว รังแคตกใส่เสื้อดำ ขาดความมั่นใจ,83.71,12,"{""zone"": ""B"", ""section"": ""2"", ""shelf"": ""3"", ""shelf_level"": ""1""}","{""x"": 26.0, ""y"": 0.5, ""z"": 6.0}"
PRD-53A1997E,แชมพูขจัดรังแค สุดคุ้ม,เฮดแอนด์โชว์เดอร์,ของใช้/ดูแลเส้นผม,คันหัว รังแคตกใส่เสื้อดำ ขาดความมั่นใจ,120.03,45,"{""zone"": ""B"", ""section"": ""2"", ""shelf"": ""6"", ""shelf_level"": ""2""}","{""x"": 31.5, ""y"": 1.3, ""z"": 6.0}"
PRD-8F661F1C,ครีมนวดผม,แพนทีน,ของใช้/ดูแลเส้นผม,ผมแห้งเสีย ชี้ฟู หวีพันกัน อยากให้ผมลื่นนุ่มสลวย,186.55,16,"{""zone"": ""B"", ""section"": ""2"", ""shelf"": ""5"", ""shelf_level"": ""1""}","{""x"": 34.0, ""y"": 0.5, ""z"": 6.0}"
PRD-1B8778D8,ครีมนวดผม ขนาดพกพา,แพนทีน,ของใช้/ดูแลเส้นผม,ผมแห้งเสีย ชี้ฟู หวีพันกัน อยากให้ผมลื่นนุ่มสลวย,91.12,8,"{""zone"": ""B"", ""section"": ""2"", ""shelf"": ""1"", ""shelf_level"": ""1""}","{""x"": 21.0, ""y"": 0.5, ""z"": 6.0}"
PRD-23A10E04,ครีมนวดผม ขนาดพกพา,แพนทีน,ของใช้/ดูแลเส้นผม,ผมแห้งเสีย ชี้ฟู หวีพันกัน อยากให้ผมลื่นนุ่มสลวย,92.17,31,"{""zone"": ""B"", ""section"": ""2"", ""shelf"": ""2"", ""shelf_level"": ""1""}","{""x"": 23.5, ""y"": 0.5, ""z"": 6.0}"
PRD-04F9A121,ครีมนวดผม รีฟิล,แพนทีน,ของใช้/ดูแลเส้นผม,ผมแห้งเสีย ชี้ฟู หวีพันกัน อยากให้ผมลื่นนุ่มสลวย,125.29,40,"{""zone"": ""B"", ""section"": ""2"", ""shelf"": ""5"", ""shelf_level"": ""1""}","{""x"": 34.0, ""y"": 0.5, ""z"": 6.0}"
PRD-CC2DFD06,เซรั่มบำรุงผม,ลอรีอัล,ของใช้/ดูแลเส้นผม,ผมแตกปลาย ไม่มีน้ำหนัก อยากบำรุงขั้นสุด,220.41,45,"{""zone"": ""B"", ""section"": ""2"", ""shelf"": ""6"", ""shelf_level"": ""1""}","{""x"": 31.5, ""y"": 0.5, ""z"": 6.0}"
PRD-EA559782,เซรั่มบำรุงผม สุดคุ้ม,ลอรีอัล,ของใช้/ดูแลเส้นผม,ผมแตกปลาย ไม่มีน้ำหนัก อยากบำรุงขั้นสุด,260.7,27,"{""zone"": ""B"", ""section"": ""2"", ""shelf"": ""1"", ""shelf_level"": ""1""}","{""x"": 21.0, ""y"": 0.5, ""z"": 6.0}"
PRD-8A424607,เซรั่มบำรุงผม รีฟิล,ลอรีอัล,ของใช้/ดูแลเส้นผม,ผมแตกปลาย ไม่มีน้ำหนัก อยากบำรุงขั้นสุด,178.97,20,"{""zone"": ""B"", ""section"": ""2"", ""shelf"": ""2"", ""shelf_level"": ""2""}","{""x"": 23.5, ""y"": 1.3, ""z"": 6.0}"
PRD-30EBFECF,เซรั่มบำรุงผม รีฟิล,ลอรีอัล,ของใช้/ดูแลเส้นผม,ผมแตกปลาย ไม่มีน้ำหนัก อยากบำรุงขั้นสุด,179.49,42,"{""zone"": ""B"", ""section"": ""2"", ""shelf"": ""5"", ""shelf_level"": ""3""}","{""x"": 34.0, ""y"": 2.1, ""z"": 6.0}"
PRD-840E8626,เจลแต่งผม,แกสบี้,ของใช้/จัดแต่งทรงผม,หัวฟูไม่เป็นทรง อยากจัดทรงผมให้หล่อเป๊ะทั้งวัน,120.06,24,"{""zone"": ""B"", ""section"": ""2"", ""shelf"": ""5"", ""shelf_level"": ""1""}","{""x"": 34.0, ""y"": 0.5, ""z"": 6.0}"
PRD-5E7F596E,เจลแต่งผม ขนาดพกพา,แกสบี้,ของใช้/จัดแต่งทรงผม,หัวฟูไม่เป็นทรง อยากจัดทรงผมให้หล่อเป๊ะทั้งวัน,54.81,33,"{""zone"": ""B"", ""section"": ""2"", ""shelf"": ""1"", ""shelf_level"": ""1""}","{""x"": 21.0, ""y"": 0.5, ""z"": 6.0}"
PRD-7631FB2F,เจลแต่งผม สุดคุ้ม,แกสบี้,ของใช้/จัดแต่งทรงผม,หัวฟูไม่เป็นทรง อยากจัดทรงผมให้หล่อเป๊ะทั้งวัน,125.56,45,"{""zone"": ""B"", ""section"": ""2"", ""shelf"": ""6"", ""shelf_level"": ""2""}","{""x"": 31.5, ""y"": 1.3, ""z"": 6.0}"
PRD-30CE9540,เจลแต่งผม รีฟิล,แกสบี้,ของใช้/จัดแต่งทรงผม,หัวฟูไม่เป็นทรง อยากจัดทรงผมให้หล่อเป๊ะทั้งวัน,79.66,20,"{""zone"": ""B"", ""section"": ""2"", ""shelf"": ""6"", ""shelf_level"": ""2""}","{""x"": 31.5, ""y"": 1.3, ""z"": 6.0}"
PRD-846DAD85,แชมพูสระแห้ง (Dry Shampoo),บาติส,ของใช้/ดูแลเส้นผม,หัวมันแต่ขี้เกียจสระผม หรือรีบมากไม่มีเวลาสระ,265.36,50,"{""zone"": ""B"", ""section"": ""2"", ""shelf"": ""5"", ""shelf_level"": ""2""}","{""x"": 34.0, ""y"": 1.3, ""z"": 6.0}"
PRD-96E0A62B,แชมพูสระแห้ง (Dry Shampoo) ขนาดพกพา,บาติส,ของใช้/ดูแลเส้นผม,หัวมันแต่ขี้เกียจสระผม หรือรีบมากไม่มีเวลาสระ,155.7,5,"{""zone"": ""B"", ""section"": ""2"", ""shelf"": ""3"", ""shelf_level"": ""1""}","{""x"": 26.0, ""y"": 0.5, ""z"": 6.0}"
PRD-EB31C677,แชมพูสระแห้ง (Dry Shampoo) ขนาดพกพา,บาติส,ของใช้/ดูแลเส้นผม,หัวมันแต่ขี้เกียจสระผม หรือรีบมากไม่มีเวลาสระ,200.8,29,"{""zone"": ""B"", ""section"": ""2"", ""shelf"": ""2"", ""shelf_level"": ""2""}","{""x"": 23.5, ""y"": 1.3, ""z"": 6.0}"
PRD-EF61C69A,แชมพูสระแห้ง (Dry Shampoo) ขนาดพกพา,บาติส,ของใช้/ดูแลเส้นผม,หัวมันแต่ขี้เกียจสระผม หรือรีบมากไม่มีเวลาสระ,183.77,41,"{""zone"": ""B"", ""section"": ""2"", ""shelf"": ""5"", ""shelf_level"": ""2""}","{""x"": 34.0, ""y"": 1.3, ""z"": 6.0}"
PRD-2DE42B5F,แชมพูสระแห้ง (Dry Shampoo) สุดคุ้ม,บาติส,ของใช้/ดูแลเส้นผม,หัวมันแต่ขี้เกียจสระผม หรือรีบมากไม่มีเวลาสระ,363.69,44,"{""zone"": ""B"", ""section"": ""2"", ""shelf"": ""2"", ""shelf_level"": ""3""}","{""x"": 23.5, ""y"": 2.1, ""z"": 6.0}"
PRD-377962A6,ยาสีฟัน สูตรเย็น,คอลเกต,ของใช้/ดูแลช่องปาก,เพิ่งตื่นนอน ปากเหม็น อยากแปรงฟันให้ลมหายใจสดชื่น,45.41,46,"{""zone"": ""B"", ""section"": ""3"", ""shelf"": ""6"", ""shelf_level"": ""1""}","{""x"": 31.5, ""y"": 0.5, ""z"": 9.0}"
PRD-A6C9092B,ยาสีฟัน สูตรเย็น สุดคุ้ม,คอลเกต,ของใช้/ดูแลช่องปาก,เพิ่งตื่นนอน ปากเหม็น อยากแปรงฟันให้ลมหายใจสดชื่น,60.0,25,"{""zone"": ""B"", ""section"": ""3"", ""shelf"": ""3"", ""shelf_level"": ""3""}","{""x"": 26.0, ""y"": 2.1, ""z"": 9.0}"
PRD-EF399B64,ยาสีฟัน สูตรเย็น ขนาดพกพา,คอลเกต,ของใช้/ดูแลช่องปาก,เพิ่งตื่นนอน ปากเหม็น อยากแปรงฟันให้ลมหายใจสดชื่น,31.63,48,"{""zone"": ""B"", ""section"": ""3"", ""shelf"": ""2"", ""shelf_level"": ""1""}","{""x"": 23.5, ""y"": 0.5, ""z"": 9.0}"
PRD-30CDA9D6,แปรงสีฟัน ขนนุ่ม,ซิสเท็มม่า,ของใช้/ดูแลช่องปาก,แปรงอันเก่าบานหมดแล้ว แปรงแล้วเจ็บเหงือก อยากเปลี่ยนใหม่,29.84,45,"{""zone"": ""B"", ""section"": ""3"", ""shelf"": ""5"", ""shelf_level"": ""2""}","{""x"": 34.0, ""y"": 1.3, ""z"": 9.0}"
PRD-960C4D01,แปรงสีฟัน ขนนุ่ม ขนาดพกพา,ซิสเท็มม่า,ของใช้/ดูแลช่องปาก,แปรงอันเก่าบานหมดแล้ว แปรงแล้วเจ็บเหงือก อยากเปลี่ยนใหม่,25.83,39,"{""zone"": ""B"", ""section"": ""3"", ""shelf"": ""2"", ""shelf_level"": ""2""}","{""x"": 23.5, ""y"": 1.3, ""z"": 9.0}"
PRD-F7EB8B18,แปรงสีฟัน ขนนุ่ม รีฟิล,ซิสเท็มม่า,ของใช้/ดูแลช่องปาก,แปรงอันเก่าบานหมดแล้ว แปรงแล้วเจ็บเหงือก อยากเปลี่ยนใหม่,45.52,43,"{""zone"": ""B"", ""section"": ""3"", ""shelf"": ""2"", ""shelf_level"": ""2""}","{""x"": 23.5, ""y"": 1.3, ""z"": 9.0}"
PRD-3C0549DF,แปรงสีฟัน ขนนุ่ม รีฟิล,ซิสเท็มม่า,ของใช้/ดูแลช่องปาก,แปรงอันเก่าบานหมดแล้ว แปรงแล้วเจ็บเหงือก อยากเปลี่ยนใหม่,33.54,19,"{""zone"": ""B"", ""section"": ""3"", ""shelf"": ""3"", ""shelf_level"": ""3""}","{""x"": 26.0, ""y"": 2.1, ""z"": 9.0}"
PRD-481B6E65,แปรงสีฟัน ขนนุ่ม รีฟิล,ซิสเท็มม่า,ของใช้/ดูแลช่องปาก,แปรงอันเก่าบานหมดแล้ว แปรงแล้วเจ็บเหงือก อยากเปลี่ยนใหม่,47.56,7,"{""zone"": ""B"", ""section"": ""3"", ""shelf"": ""5"", ""shelf_level"": ""2""}","{""x"": 34.0, ""y"": 1.3, ""z"": 9.0}"
PRD-8897D1FB,น้ำยาบ้วนปาก,ลิสเตอรีน,ของใช้/ดูแลช่องปาก,เพิ่งกินอาหารกลิ่นแรง ไม่มั่นใจ อยากกลั้วปากให้สะอาด,74.48,0,"{""zone"": ""B"", ""section"": ""3"", ""shelf"": ""2"", ""shelf_level"": ""1""}","{""x"": 23.5, ""y"": 0.5, ""z"": 9.0}"
PRD-FBFA9B28,น้ำยาบ้วนปาก สุดคุ้ม,ลิสเตอรีน,ของใช้/ดูแลช่องปาก,เพิ่งกินอาหารกลิ่นแรง ไม่มั่นใจ อยากกลั้วปากให้สะอาด,84.81,7,"{""zone"": ""B"", ""section"": ""3"", ""shelf"": ""4"", ""shelf_level"": ""1""}","{""x"": 36.5, ""y"": 0.5, ""z"": 9.0}"
PRD-0536BBE6,น้ำยาบ้วนปาก ขนาดพกพา,ลิสเตอรีน,ของใช้/ดูแลช่องปาก,เพิ่งกินอาหารกลิ่นแรง ไม่มั่นใจ อยากกลั้วปากให้สะอาด,48.65,5,"{""zone"": ""B"", ""section"": ""3"", ""shelf"": ""5"", ""shelf_level"": ""3""}","{""x"": 34.0, ""y"": 2.1, ""z"": 9.0}"
PRD-11B1FC69,น้ำยาบ้วนปาก รีฟิล,ลิสเตอรีน,ของใช้/ดูแลช่องปาก,เพิ่งกินอาหารกลิ่นแรง ไม่มั่นใจ อยากกลั้วปากให้สะอาด,98.45,49,"{""zone"": ""B"", ""section"": ""3"", ""shelf"": ""6"", ""shelf_level"": ""1""}","{""x"": 31.5, ""y"": 0.5, ""z"": 9.0}"
PRD-BDE080D8,ไหมขัดฟัน,ออรัลบี,ของใช้/ดูแลช่องปาก,เศษอาหารติดซอกฟัน แปรงไม่ออก รำคาญมาก,88.76,20,"{""zone"": ""B"", ""section"": ""3"", ""shelf"": ""5"", ""shelf_level"": ""3""}","{""x"": 34.0, ""y"": 2.1, ""z"": 9.0}"
PRD-C10C3C38,ไหมขัดฟัน รีฟิล,ออรัลบี,ของใช้/ดูแลช่องปาก,เศษอาหารติดซอกฟัน แปรงไม่ออก รำคาญมาก,58.45,31,"{""zone"": ""B"", ""section"": ""3"", ""shelf"": ""5"", ""shelf_level"": ""2""}","{""x"": 34.0, ""y"": 1.3, ""z"": 9.0}"
PRD-4FE816F6,ไหมขัดฟัน สุดคุ้ม,ออรัลบี,ของใช้/ดูแลช่องปาก,เศษอาหารติดซอกฟัน แปรงไม่ออก รำคาญมาก,83.73,1,"{""zone"": ""B"", ""section"": ""3"", ""shelf"": ""5"", ""shelf_level"": ""1""}","{""x"": 34.0, ""y"": 0.5, ""z"": 9.0}"
PRD-A1D2229B,ไหมขัดฟัน ขนาดพกพา,ออรัลบี,ของใช้/ดูแลช่องปาก,เศษอาหารติดซอกฟัน แปรงไม่ออก รำคาญมาก,39.33,9,"{""zone"": ""B"", ""section"": ""3"", ""shelf"": ""6"", ""shelf_level"": ""1""}","{""x"": 31.5, ""y"": 0.5, ""z"": 9.0}"
PRD-325BA180,ไหมขัดฟัน รีฟิล,ออรัลบี,ของใช้/ดูแลช่องปาก,เศษอาหารติดซอกฟัน แปรงไม่ออก รำคาญมาก,54.0,42,"{""zone"": ""B"", ""section"": ""3"", ""shelf"": ""5"", ""shelf_level"": ""3""}","{""x"": 34.0, ""y"": 2.1, ""z"": 9.0}"
PRD-CF0A013E,สเปรย์ระงับกลิ่นปาก,สเปียร์มินต์,ของใช้/ดูแลช่องปาก,ต้องไปเจอผู้คนแต่ลืมแปรงฟัน ต้องการตัวช่วยด่วน,165.87,39,"{""zone"": ""B"", ""section"": ""3"", ""shelf"": ""6"", ""shelf_level"": ""2""}","{""x"": 31.5, ""y"": 1.3, ""z"": 9.0}"
PRD-4CB0D407,สเปรย์ระงับกลิ่นปาก สุดคุ้ม,สเปียร์มินต์,ของใช้/ดูแลช่องปาก,ต้องไปเจอผู้คนแต่ลืมแปรงฟัน ต้องการตัวช่วยด่วน,115.63,42,"{""zone"": ""B"", ""section"": ""3"", ""shelf"": ""6"", ""shelf_level"": ""2""}","{""x"": 31.5, ""y"": 1.3, ""z"": 9.0}"
PRD-E599B51B,สเปรย์ระงับกลิ่นปาก สุดคุ้ม,สเปียร์มินต์,ของใช้/ดูแลช่องปาก,ต้องไปเจอผู้คนแต่ลืมแปรงฟัน ต้องการตัวช่วยด่วน,176.66,33,"{""zone"": ""B"", ""section"": ""3"", ""shelf"": ""4"", ""shelf_level"": ""3""}","{""x"": 36.5, ""y"": 2.1, ""z"": 9.0}"
PRD-52D2AE30,ผงซักฟอก,บรีส,ของใช้/ซักล้าง,เสื้อผ้าเลอะคราบสกปรก อยากซักให้ขาวสะอาด,122.65,3,"{""zone"": ""B"", ""section"": ""4"", ""shelf"": ""3"", ""shelf_level"": ""3""}","{""x"": 26.0, ""y"": 2.1, ""z"": 12.0}"
PRD-EFB57B39,ผงซักฟอก สุดคุ้ม,บรีส,ของใช้/ซักล้าง,เสื้อผ้าเลอะคราบสกปรก อยากซักให้ขาวสะอาด,128.5,38,"{""zone"": ""B"", ""section"": ""4"", ""shelf"": ""4"", ""shelf_level"": ""2""}","{""x"": 36.5, ""y"": 1.3, ""z"": 12.0}"
PRD-7C0CE38E,ผงซักฟอก รีฟิล,บรีส,ของใช้/ซักล้าง,เสื้อผ้าเลอะคราบสกปรก อยากซักให้ขาวสะอาด,108.66,23,"{""zone"": ""B"", ""section"": ""4"", ""shelf"": ""5"", ""shelf_level"": ""1""}","{""x"": 34.0, ""y"": 0.5, ""z"": 12.0}"
PRD-D6635BA6,ผงซักฟอก ขนาดพกพา,บรีส,ของใช้/ซักล้าง,เสื้อผ้าเลอะคราบสกปรก อยากซักให้ขาวสะอาด,66.73,46,"{""zone"": ""B"", ""section"": ""4"", ""shelf"": ""3"", ""shelf_level"": ""2""}","{""x"": 26.0, ""y"": 1.3, ""z"": 12.0}"
PRD-C8C75BAD,ผงซักฟอก สุดคุ้ม,บรีส,ของใช้/ซักล้าง,เสื้อผ้าเลอะคราบสกปรก อยากซักให้ขาวสะอาด,129.29,10,"{""zone"": ""B"", ""section"": ""4"", ""shelf"": ""6"", ""shelf_level"": ""3""}","{""x"": 31.5, ""y"": 2.1, ""z"": 12.0}"
PRD-5676F4E9,น้ำยาซักผ้า,โอโม,ของใช้/ซักล้าง,ไม่อยากให้เป็นคราบผงซักฟอกติดเสื้อ ซักง่ายสะอาดลึก,132.35,31,"{""zone"": ""B"", ""section"": ""4"", ""shelf"": ""1"", ""shelf_level"": ""1""}","{""x"": 21.0, ""y"": 0.5, ""z"": 12.0}"
PRD-DC324ABD,น้ำยาซักผ้า สุดคุ้ม,โอโม,ของใช้/ซักล้าง,ไม่อยากให้เป็นคราบผงซักฟอกติดเสื้อ ซักง่ายสะอาดลึก,122.91,12,"{""zone"": ""B"", ""section"": ""4"", ""shelf"": ""2"", ""shelf_level"": ""1""}","{""x"": 23.5, ""y"": 0.5, ""z"": 12.0}"
PRD-23F920FF,น้ำยาซักผ้า ขนาดพกพา,โอโม,ของใช้/ซักล้าง,ไม่อยากให้เป็นคราบผงซักฟอกติดเสื้อ ซักง่ายสะอาดลึก,70.03,31,"{""zone"": ""B"", ""section"": ""4"", ""shelf"": ""6"", ""shelf_level"": ""3""}","{""x"": 31.5, ""y"": 2.1, ""z"": 12.0}"
PRD-92AC4AA6,น้ำยาปรับผ้านุ่ม,ดาวน์นี่,ของใช้/ซักล้าง,เสื้อผ้าเหม็นอับ อยากให้ผ้าหอมฟุ้งติดทนนาน นุ่มใส่สบาย,137.34,11,"{""zone"": ""B"", ""section"": ""4"", ""shelf"": ""2"", ""shelf_level"": ""1""}","{""x"": 23.5, ""y"": 0.5, ""z"": 12.0}"
PRD-03810E63,น้ำยาปรับผ้านุ่ม ขนาดพกพา,ดาวน์นี่,ของใช้/ซักล้าง,เสื้อผ้าเหม็นอับ อยากให้ผ้าหอมฟุ้งติดทนนาน นุ่มใส่สบาย,73.63,9,"{""zone"": ""B"", ""section"": ""4"", ""shelf"": ""6"", ""shelf_level"": ""1""}","{""x"": 31.5, ""y"": 0.5, ""z"": 12.0}"
PRD-F6A3EF89,น้ำยาปรับผ้านุ่ม สุดคุ้ม,ดาวน์นี่,ของใช้/ซักล้าง,เสื้อผ้าเหม็นอับ อยากให้ผ้าหอมฟุ้งติดทนนาน นุ่มใส่สบาย,129.12,21,"{""zone"": ""B"", ""section"": ""4"", ""shelf"": ""2"", ""shelf_level"": ""3""}","{""x"": 23.5, ""y"": 2.1, ""z"": 12.0}"
PRD-6794D03D,น้ำยาปรับผ้านุ่ม รีฟิล,ดาวน์นี่,ของใช้/ซักล้าง,เสื้อผ้าเหม็นอับ อยากให้ผ้าหอมฟุ้งติดทนนาน นุ่มใส่สบาย,114.73,14,"{""zone"": ""B"", ""section"": ""4"", ""shelf"": ""2"", ""shelf_level"": ""1""}","{""x"": 23.5, ""y"": 0.5, ""z"": 12.0}"
PRD-155ADEE0,น้ำยาปรับผ้านุ่ม สุดคุ้ม,ดาวน์นี่,ของใช้/ซักล้าง,เสื้อผ้าเหม็นอับ อยากให้ผ้าหอมฟุ้งติดทนนาน นุ่มใส่สบาย,163.66,9,"{""zone"": ""B"", ""section"": ""4"", ""shelf"": ""1"", ""shelf_level"": ""2""}","{""x"": 21.0, ""y"": 1.3, ""z"": 12.0}"
PRD-6F4B402A,สเปรย์ขจัดคราบ,แอคแทค,ของใช้/ซักล้าง,กินข้าวเลอะเสื้อเป็นคราบฝังลึก ซักไม่ออก,97.3,48,"{""zone"": ""B"", ""section"": ""4"", ""shelf"": ""6"", ""shelf_level"": ""1""}","{""x"": 31.5, ""y"": 0.5, ""z"": 12.0}"
PRD-1D0C279D,สเปรย์ขจัดคราบ ขนาดพกพา,แอคแทค,ของใช้/ซักล้าง,กินข้าวเลอะเสื้อเป็นคราบฝังลึก ซักไม่ออก,57.96,32,"{""zone"": ""B"", ""section"": ""4"", ""shelf"": ""4"", ""shelf_level"": ""1""}","{""x"": 36.5, ""y"": 0.5, ""z"": 12.0}"
PRD-A06AF6A9,สเปรย์ขจัดคราบ สุดคุ้ม,แอคแทค,ของใช้/ซักล้าง,กินข้าวเลอะเสื้อเป็นคราบฝังลึก ซักไม่ออก,100.8,5,"{""zone"": ""B"", ""section"": ""4"", ""shelf"": ""4"", ""shelf_level"": ""2""}","{""x"": 36.5, ""y"": 1.3, ""z"": 12.0}"
PRD-A0C57AA5,น้ำยารีดผ้าเรียบ,ไฟน์ไลน์,ของใช้/ซักล้าง,เสื้อผ้ายับยู่ยี่ รีดลื่นยาก ไม่อยากเสียเวลารีดนาน,46.44,32,"{""zone"": ""B"", ""section"": ""4"", ""shelf"": ""1"", ""shelf_level"": ""3""}","{""x"": 21.0, ""y"": 2.1, ""z"": 12.0}"
PRD-B0BC41FE,น้ำยารีดผ้าเรียบ สุดคุ้ม,ไฟน์ไลน์,ของใช้/ซักล้าง,เสื้อผ้ายับยู่ยี่ รีดลื่นยาก ไม่อยากเสียเวลารีดนาน,42.52,34,"{""zone"": ""B"", ""section"": ""4"", ""shelf"": ""3"", ""shelf_level"": ""2""}","{""x"": 26.0, ""y"": 1.3, ""z"": 12.0}"
PRD-8006B51C,น้ำยารีดผ้าเรียบ รีฟิล,ไฟน์ไลน์,ของใช้/ซักล้าง,เสื้อผ้ายับยู่ยี่ รีดลื่นยาก ไม่อยากเสียเวลารีดนาน,37.62,3,"{""zone"": ""B"", ""section"": ""4"", ""shelf"": ""6"", ""shelf_level"": ""3""}","{""x"": 31.5, ""y"": 2.1, ""z"": 12.0}"
PRD-B71413F8,น้ำยาล้างจาน,ซันไลต์,ของใช้/ล้างจาน,จานมันแผล็บ คาวจัด ขยะแขยงไม่อยากจับ,35.84,40,"{""zone"": ""B"", ""section"": ""5"", ""shelf"": ""6"", ""shelf_level"": ""1""}","{""x"": 31.5, ""y"": 0.5, ""z"": 15.0}"
PRD-FD133AA7,น้ำยาล้างจาน สุดคุ้ม,ซันไลต์,ของใช้/ล้างจาน,จานมันแผล็บ คาวจัด ขยะแขยงไม่อยากจับ,38.84,34,"{""zone"": ""B"", ""section"": ""5"", ""shelf"": ""3"", ""shelf_level"": ""1""}","{""x"": 26.0, ""y"": 0.5, ""z"": 15.0}"
PRD-AFDB662D,น้ำยาล้างจาน ขนาดพกพา,ซันไลต์,ของใช้/ล้างจาน,จานมันแผล็บ คาวจัด ขยะแขยงไม่อยากจับ,24.0,10,"{""zone"": ""B"", ""section"": ""5"", ""shelf"": ""1"", ""shelf_level"": ""1""}","{""x"": 21.0, ""y"": 0.5, ""z"": 15.0}"
PRD-9240FB62,น้ำยาล้างห้องน้ำ,เป็ดโปร,ของใช้/ทำความสะอาด,ส้วมสกปรกมีคราบเหลืองฝังแน่น ทนกลิ่นเหม็นไม่ไหว,57.37,28,"{""zone"": ""B"", ""section"": ""5"", ""shelf"": ""2"", ""shelf_level"": ""2""}","{""x"": 23.5, ""y"": 1.3, ""z"": 15.0}"
PRD-0087C301,น้ำยาล้างห้องน้ำ ขนาดพกพา,เป็ดโปร,ของใช้/ทำความสะอาด,ส้วมสกปรกมีคราบเหลืองฝังแน่น ทนกลิ่นเหม็นไม่ไหว,45.44,33,"{""zone"": ""B"", ""section"": ""5"", ""shelf"": ""2"", ""shelf_level"": ""1""}","{""x"": 23.5, ""y"": 0.5, ""z"": 15.0}"
PRD-F2F30D32,น้ำยาล้างห้องน้ำ ขนาดพกพา,เป็ดโปร,ของใช้/ทำความสะอาด,ส้วมสกปรกมีคราบเหลืองฝังแน่น ทนกลิ่นเหม็นไม่ไหว,43.16,16,"{""zone"": ""B"", ""section"": ""5"", ""shelf"": ""4"", ""shelf_level"": ""1""}","{""x"": 36.5, ""y"": 0.5, ""z"": 15.0}"
PRD-D0C3099E,น้ำยาล้างห้องน้ำ ขนาดพกพา,เป็ดโปร,ของใช้/ทำความสะอาด,ส้วมสกปรกมีคราบเหลืองฝังแน่น ทนกลิ่นเหม็นไม่ไหว,41.34,19,"{""zone"": ""B"", ""section"": ""5"", ""shelf"": ""2"", ""shelf_level"": ""3""}","{""x"": 23.5, ""y"": 2.1, ""z"": 15.0}"
PRD-70CBC21E,น้ำยาล้างห้องน้ำ รีฟิล,เป็ดโปร,ของใช้/ทำความสะอาด,ส้วมสกปรกมีคราบเหลืองฝังแน่น ทนกลิ่นเหม็นไม่ไหว,60.16,10,"{""zone"": ""B"", ""section"": ""5"", ""shelf"": ""6"", ""shelf_level"": ""1""}","{""x"": 31.5, ""y"": 0.5, ""z"": 15.0}"
PRD-4F595539,น้ำยาถูพื้น,มาจิคลีน,ของใช้/ทำความสะอาด,พื้นบ้านเหนียว เดินแล้วหงุดหงิด อยากให้พื้นสะอาดหอม,55.97,31,"{""zone"": ""B"", ""section"": ""5"", ""shelf"": ""5"", ""shelf_level"": ""1""}","{""x"": 34.0, ""y"": 0.5, ""z"": 15.0}"
PRD-A64F0BB8,น้ำยาถูพื้น รีฟิล,มาจิคลีน,ของใช้/ทำความสะอาด,พื้นบ้านเหนียว เดินแล้วหงุดหงิด อยากให้พื้นสะอาดหอม,66.7,7,"{""zone"": ""B"", ""section"": ""5"", ""shelf"": ""2"", ""shelf_level"": ""3""}","{""x"": 23.5, ""y"": 2.1, ""z"": 15.0}"
PRD-EFEACD69,น้ำยาถูพื้น สุดคุ้ม,มาจิคลีน,ของใช้/ทำความสะอาด,พื้นบ้านเหนียว เดินแล้วหงุดหงิด อยากให้พื้นสะอาดหอม,66.32,36,"{""zone"": ""B"", ""section"": ""5"", ""shelf"": ""6"", ""shelf_level"": ""3""}","{""x"": 31.5, ""y"": 2.1, ""z"": 15.0}"
PRD-484E7C02,สเปรย์กำจัดยุง,ไบกอน,ของใช้/กำจัดแมลง,ยุงกัดคันมาก รำคาญนอนไม่หลับ ต้องกำจัด,75.03,20,"{""zone"": ""B"", ""section"": ""5"", ""shelf"": ""4"", ""shelf_level"": ""3""}","{""x"": 36.5, ""y"": 2.1, ""z"": 15.0}"
PRD-7D43359F,สเปรย์กำจัดยุง รีฟิล,ไบกอน,ของใช้/กำจัดแมลง,ยุงกัดคันมาก รำคาญนอนไม่หลับ ต้องกำจัด,80.35,31,"{""zone"": ""B"", ""section"": ""5"", ""shelf"": ""1"", ""shelf_level"": ""3""}","{""x"": 21.0, ""y"": 2.1, ""z"": 15.0}"
PRD-3027B6B0,สเปรย์กำจัดยุง ขนาดพกพา,ไบกอน,ของใช้/กำจัดแมลง,ยุงกัดคันมาก รำคาญนอนไม่หลับ ต้องกำจัด,52.06,4,"{""zone"": ""B"", ""section"": ""5"", ""shelf"": ""6"", ""shelf_level"": ""2""}","{""x"": 31.5, ""y"": 1.3, ""z"": 15.0}"
